,participant_id,condition,imageid,headline,before_AI_Real_Fake,confidence_rating_before_AI,with_AI_Real_Fake,confidence_rating_with_AI,ground_truth_with_AI,with_AI_seen_before,after_AI_ground_truth,after_AI_Real_Fake,confidence_rating_after_AI
81,6023f94d1951e70ae21770ec,1,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,70,FAKE,70,Fake,No,Fake,Real,80
82,6023f94d1951e70ae21770ec,1,6,"From Minneapolis city surveillance video, Minneapolis police are seen attempting to take George Floyd into custody on May 25, 2020.",REAL,100,REAL,100,Real,No,Real,Real,70
83,6023f94d1951e70ae21770ec,1,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,REAL,51,REAL,51,Fake,Yes,Real,Real,81
84,60d1129ad29dbe85a59b9c4a,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,84,REAL,84,Real,No,Fake,Fake,38
85,60d1129ad29dbe85a59b9c4a,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,67,REAL,67,Fake,No,Fake,Fake,68
86,60d1129ad29dbe85a59b9c4a,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,90,REAL,90,Real,No,Real,Real,57
87,60d1129ad29dbe85a59b9c4a,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,88,FAKE,88,Fake,No,Real,Real,60
88,6287f4819c5fc8c4d48cc885,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,85,REAL,85,Real,No,Fake,Fake,90
89,6287f4819c5fc8c4d48cc885,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,66,FAKE,66,Fake,No,Fake,Fake,96
90,6287f4819c5fc8c4d48cc885,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,85,FAKE,85,Fake,No,Real,Fake,60
91,6287f4819c5fc8c4d48cc885,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,80,REAL,80,Real,Yes,Real,Real,60
92,628f9cfbee6de7cc7322fecf,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,66
93,628f9cfbee6de7cc7322fecf,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Fake,Fake,55
94,628f9cfbee6de7cc7322fecf,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,Real,No,Real,Real,54
95,628f9cfbee6de7cc7322fecf,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Real,Fake,60
96,62e0715747189999644b9868,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,No,Fake,Fake,60
97,62e0715747189999644b9868,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Fake,Fake,83
98,62e0715747189999644b9868,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,98,FAKE,98,Fake,No,Real,Real,56
99,62e0715747189999644b9868,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,80,FAKE,80,Fake,No,Real,Real,45
100,637545d6428d85daeedc3df5,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,81,FAKE,81,Fake,No,Fake,Fake,70
101,637545d6428d85daeedc3df5,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,51,REAL,51,Real,No,Fake,Real,60
102,637545d6428d85daeedc3df5,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,51,FAKE,51,Fake,No,Real,Real,76
103,637545d6428d85daeedc3df5,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,90,REAL,90,Real,No,Real,Real,59
104,63e5b3e89a3823139cb9d35e,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,72,FAKE,72,Fake,No,Fake,Fake,70
105,63e5b3e89a3823139cb9d35e,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,60
106,63e5b3e89a3823139cb9d35e,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,No,Real,Fake,66
107,63e5b3e89a3823139cb9d35e,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Real,Fake,76
108,640415971520c41606ca4389,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Fake,Fake,80
109,640415971520c41606ca4389,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,80,REAL,80,Real,No,Fake,Fake,90
110,640415971520c41606ca4389,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,95,FAKE,95,Fake,No,Real,Real,31
111,640415971520c41606ca4389,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,60,REAL,60,Fake,No,Real,Real,72
112,64226a9ac7739618beeee60d,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,Real,No,Fake,Fake,100
113,64226a9ac7739618beeee60d,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
114,64226a9ac7739618beeee60d,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Real,Real,80
115,64226a9ac7739618beeee60d,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Real,Fake,70
116,647dde92d730823a9e5c7f0f,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,89,REAL,89,Real,No,Fake,Fake,62
117,647dde92d730823a9e5c7f0f,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,98,REAL,98,Real,Yes,Fake,Real,50
118,647dde92d730823a9e5c7f0f,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,100,FAKE,100,Fake,Yes,Real,Real,69
119,647dde92d730823a9e5c7f0f,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Real,Fake,60
120,65178713fd459dd31fbfb62b,1,3,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
121,65178713fd459dd31fbfb62b,1,6,"From Minneapolis city surveillance video, Minneapolis police are seen attempting to take George Floyd into custody on May 25, 2020.",REAL,100,REAL,100,Real,Yes,Fake,Fake,100
122,65178713fd459dd31fbfb62b,1,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",REAL,100,REAL,100,Real,No,Real,Real,100
123,65178713fd459dd31fbfb62b,1,1,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",FAKE,100,FAKE,100,Fake,No,Real,Fake,100
124,651865050634b0ca55fc0d0d,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Fake,Fake,100
125,651865050634b0ca55fc0d0d,1,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
126,651865050634b0ca55fc0d0d,1,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,Yes,Real,Real,100
127,651865050634b0ca55fc0d0d,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,No,Real,Fake,50
128,6526ba5706ea8e4e5cafde48,1,4,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",REAL,100,REAL,100,Real,No,Fake,Fake,80
129,6526ba5706ea8e4e5cafde48,1,0,Gov. David A. Paterson is seen disrupting a town hall event in Harlem on Thursday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
130,6526ba5706ea8e4e5cafde48,1,7,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",REAL,100,REAL,100,Real,Yes,Real,Real,83
131,6526ba5706ea8e4e5cafde48,1,2,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",FAKE,100,FAKE,100,Fake,No,Real,Real,82
132,65599c698363f734b0325aa2,1,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Fake,Fake,50
133,65599c698363f734b0325aa2,1,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
134,65599c698363f734b0325aa2,1,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,Real,Yes,Real,Real,90
135,65599c698363f734b0325aa2,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,100,FAKE,100,Fake,Yes,Real,Real,86
136,655fa181e4a69a513fd68aa0,1,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,66,REAL,66,Real,No,Fake,Fake,27
137,655fa181e4a69a513fd68aa0,1,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,62,FAKE,62,Fake,No,Fake,Fake,39
138,655fa181e4a69a513fd68aa0,1,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,54,FAKE,54,Fake,No,Real,Real,64
