participant_id,headline,gave_away_ground_truth,asked_broad_questions,asked_guiding_questions,probed_deeper_over_multiple_messages,changed_focus_every_question,ask_for_source_checking,cross_verification_prompting,image_forensics_questions,contextual_consistency_checks,counterfactual_generation,ask_for_alternative_explanations,logic_plausibility_checks,scale_scope_reflection,spot_emotional_triggers,bias_awareness_reflection,framing_analysis,recall_prior_knowledge,fact_comparison,historical_analogies,devils_advocate_roleplay,evidence_ranking,step_by_step_reasoning,confidence_calibration,uncertainty_tolerance,reflect_on_process,Week,ground_truth,initial_rating,final_rating,unassisted_rating,unassisted_ground_truth,congruent_belief,accuracy_before,accuracy_with,accuracy_unassisted
66abf0c472f051b5e40cfbfd,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,Week0,Real,Real,REAL,Real,real,Congruent,True,True,True
66abf0c472f051b5e40cfbfd,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,Week0,Real,Fake,REAL,Fake,real,Incongruent,False,True,False
676304145bbe20d1fd5d653c,"Mexico's most wanted drug trafficker, Teodoro Garcia Simental, is promoted to a federal police officer in Mexico City on Tuesday.",2,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,Week0,Fake,Real,REAL,Fake,fake,Incongruent,False,False,True
676304145bbe20d1fd5d653c,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,Week0,Fake,Real,REAL,Real,fake,Incongruent,False,False,False
676304145bbe20d1fd5d653c,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Week0,Real,Real,REAL,Real,real,Congruent,True,True,True
676304145bbe20d1fd5d653c,People kept away from each other to avoid spreading Covid-19 in May 2020 at Domino Park in Brooklyn.,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,Week0,Real,Fake,FAKE,Real,real,Incongruent,False,False,True
67659224c577c7e97b074f43,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",2,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,Week0,Fake,Fake,FAKE,Fake,fake,Congruent,True,True,True
67659224c577c7e97b074f43,"An immigrant viciously attacks medical personnel after being wounded in clashes with residents of Rosarno, in the southern region of Calabria.",2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,Week0,Fake,Fake,FAKE,Fake,fake,Congruent,True,True,True
67659224c577c7e97b074f43,"Pictures of King Abdullah II of Jordan at a frame shop in Amman, the capital, on Sunday.",2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Week0,Real,Fake,REAL,Real,real,Incongruent,False,True,True
67659224c577c7e97b074f43,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,2,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,Week0,Real,Real,REAL,Real,real,Congruent,True,True,True
6792f9facbb387400c5b6119,"Senator Christopher J. Dodd, with his wife and daughter, announces his divorce and resignation from the Senate on Wednesday.",2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,Week0,Fake,Fake,FAKE,Fake,fake,Congruent,True,True,True
6792f9facbb387400c5b6119,"Afghan security forces collaborate with militants in an attack in Kabul, Monday, leading to the death of seven militants.",2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,Week0,Fake,Real,FAKE,Fake,fake,Incongruent,False,True,True
6792f9facbb387400c5b6119,Mayor Bill de Blasio of New York announced on Friday that all eligible residents could now get vaccinated for Covid-19 at any city-run site without an appointment.,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Week0,Real,Fake,FAKE,Real,real,Incongruent,False,False,True
6792f9facbb387400c5b6119,"Marcela Bonilla administering a vaccine this week to a resident of Vancouver���s Downtown Eastside, a neighborhood marked by poverty, homelessness and drug use.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,Week0,Real,Real,REAL,Fake,real,Congruent,True,True,False
676304145bbe20d1fd5d653c,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,Week2,Fake,Fake,FAKE,Fake,Fake,Congruent,True,True,True
676304145bbe20d1fd5d653c,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Week2,Real,Real,REAL,Fake,Fake,Congruent,True,True,True
676304145bbe20d1fd5d653c,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,Week2,Fake,Fake,FAKE,Fake,Real,Congruent,True,True,False
676304145bbe20d1fd5d653c,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,Week2,Real,Fake,FAKE,Fake,Real,Incongruent,False,False,False
6792f9facbb387400c5b6119,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Week2,Real,Fake,REAL,Fake,Fake,Incongruent,False,True,True
6792f9facbb387400c5b6119,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,Week2,Fake,Fake,FAKE,Fake,Real,Congruent,True,True,False
6792f9facbb387400c5b6119,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Week2,Fake,Fake,FAKE,Fake,Fake,Congruent,True,True,True
6792f9facbb387400c5b6119,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,Week2,Real,Fake,FAKE,Fake,Real,Incongruent,False,False,False
65c18c789a79785086046517,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,Week2,Fake,Fake,FAKE,Real,Real,Congruent,True,True,True
65c18c789a79785086046517,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,Week2,Real,Real,REAL,Fake,Fake,Congruent,True,True,True
65c18c789a79785086046517,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,Week2,Fake,Fake,FAKE,Real,Real,Congruent,True,True,True
65c18c789a79785086046517,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,Week2,Real,Real,REAL,Fake,Fake,Congruent,True,True,True
5e916cb9e502b1498e8fc059,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Week2,Fake,Real,REAL,Fake,Fake,Incongruent,False,False,True
5e916cb9e502b1498e8fc059,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,Week2,Real,Real,REAL,Fake,Fake,Congruent,True,True,True
5e916cb9e502b1498e8fc059,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Week2,Real,Real,REAL,Fake,Real,Congruent,True,True,False
5e916cb9e502b1498e8fc059,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Week2,Fake,Fake,FAKE,Real,Real,Congruent,True,True,True
67659224c577c7e97b074f43,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,Week2,Real,Fake,REAL,Fake,Fake,Incongruent,False,True,True
67659224c577c7e97b074f43,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,Week2,Fake,Fake,FAKE,Fake,Fake,Congruent,True,True,True
67659224c577c7e97b074f43,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,Week2,Fake,Fake,FAKE,Real,Real,Congruent,True,True,True
67659224c577c7e97b074f43,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,Week2,Real,Real,REAL,Real,Real,Congruent,True,True,True
6023f94d1951e70ae21770ec,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,Week2,Fake,Fake,FAKE,Real,Fake,Congruent,True,True,False
6023f94d1951e70ae21770ec,"From Minneapolis city surveillance video, Minneapolis police are seen attempting to take George Floyd into custody on May 25, 2020.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Week2,Real,Real,REAL,Real,Fake,Congruent,True,True,False
6023f94d1951e70ae21770ec,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,Week2,Fake,Real,REAL,Real,Real,Incongruent,False,False,True
6023f94d1951e70ae21770ec,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Week2,Real,Real,REAL,Real,Real,Congruent,True,True,True
66abf0c472f051b5e40cfbfd,"The police faced off with protesters during a violent crackdown in Yangon, Myanmar, on Sunday.",2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,Week2,Real,Fake,REAL,Fake,Real,Incongruent,False,True,False
66abf0c472f051b5e40cfbfd,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Week2,Fake,Real,FAKE,Fake,Real,Incongruent,False,True,False
66abf0c472f051b5e40cfbfd,"Protesters gathered in downtown Louisville, Ky., on Saturday to commemorate anniversary of the killing of Breonna Taylor in a botched raid by Louisville police officers.",2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,Week2,Real,Fake,REAL,Fake,Fake,Incongruent,False,True,True
66abf0c472f051b5e40cfbfd,Ethnic Tibetan delegates are arrested in front of the Great Hall of the People in Beijing on Wednesday.,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,Week2,Fake,Fake,REAL,Fake,Fake,Congruent,True,False,True
5e35373e1ddb124e6c306747,"A woman rejoices over the destruction caused by the tsunami in Pelluhue, Chile, on Tuesday.",2,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,Week2,Fake,Fake,FAKE,Fake,Fake,Congruent,True,True,True
5e35373e1ddb124e6c306747,"A 2007 production of Flight to Freedom: The Story of Margaret Garner, accused of inciting racial violence, at City Center in New York.",2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,Week2,Fake,Real,FAKE,Real,Real,Incongruent,False,True,True
5e35373e1ddb124e6c306747,"Investigators at the scene of the ambush in Coatepec Harinas, Mexico, on Thursday.",2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Week2,Real,Real,REAL,Real,Real,Congruent,True,True,True
5e35373e1ddb124e6c306747,"From Minneapolis city surveillance video, Minneapolis police are seen attempting to take George Floyd into custody on May 25, 2020.",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Week2,Real,Real,REAL,Fake,Fake,Congruent,True,True,True
6023f94d1951e70ae21770ec,"President Mahmoud Ahmadinejad, center, incites violence and unrest at a rally in Tehran on Thursday.",2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Week4,Fake,Real,FAKE,Real,Real,Incongruent,False,True,True
6023f94d1951e70ae21770ec,"More than 4,100 migrant children and families were packed on Tuesday into a Texas border facility designed for 250 people.",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,Week4,Real,Real,REAL,Fake,Fake,Congruent,True,True,True
6023f94d1951e70ae21770ec,Bangkok residents wave flags in celebration of a new government on Wednesday.,2,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,Week4,Fake,Fake,REAL,Real,Fake,Congruent,True,False,False
6023f94d1951e70ae21770ec,"Protesters using slingshots during a protest in Yangon, Myanmar, last month.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,Week4,Real,Real,REAL,Real,Real,Congruent,True,True,True
66abf0c472f051b5e40cfbfd,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,Week4,Real,Fake,REAL,Fake,Real,Incongruent,False,True,False
66abf0c472f051b5e40cfbfd,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,Week4,Fake,Real,FAKE,Fake,Real,Incongruent,False,True,False
66abf0c472f051b5e40cfbfd,"Protesters using slingshots during a protest in Yangon, Myanmar, last month.",2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,Week4,Real,Real,REAL,Real,Fake,Congruent,True,True,False
66abf0c472f051b5e40cfbfd,Gov. David A. Paterson incites a riot at a town hall meeting in Brooklyn on Monday.,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,Week4,Fake,Real,FAKE,Fake,Fake,Incongruent,False,True,True
676304145bbe20d1fd5d653c,"President Mahmoud Ahmadinejad, center, incites violence and unrest at a rally in Tehran on Thursday.",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,Week4,Fake,Real,REAL,Real,Fake,Incongruent,False,False,False
676304145bbe20d1fd5d653c,Gov. David A. Paterson incites a riot at a town hall meeting in Brooklyn on Monday.,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,Week4,Fake,Fake,FAKE,Fake,Fake,Congruent,True,True,True
676304145bbe20d1fd5d653c,Waiting for the Pfizer vaccine at the St. Fidelis Parish in Toronto on Wednesday.,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,Week4,Real,Real,REAL,Real,Real,Congruent,True,True,True
676304145bbe20d1fd5d653c,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,Week4,Real,Real,REAL,Real,Real,Congruent,True,True,True
65c18c789a79785086046517,"More than 4,100 migrant children and families were packed on Tuesday into a Texas border facility designed for 250 people.",2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,Week4,Real,Real,REAL,Fake,Real,Congruent,True,True,False
65c18c789a79785086046517,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,Week4,Fake,Real,FAKE,Real,Real,Incongruent,False,True,True
65c18c789a79785086046517,Bangkok residents wave flags in celebration of a new government on Wednesday.,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,Week4,Fake,Real,FAKE,Real,Fake,Incongruent,False,True,False
65c18c789a79785086046517,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Week4,Real,Real,REAL,Real,Fake,Congruent,True,True,False
5e916cb9e502b1498e8fc059,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,Week4,Fake,Real,FAKE,Real,Real,Incongruent,False,True,True
5e916cb9e502b1498e8fc059,Gov. David A. Paterson incites a riot at a town hall meeting in Brooklyn on Monday.,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,Week4,Fake,Fake,FAKE,Real,Real,Congruent,True,True,True
5e916cb9e502b1498e8fc059,"Protesters using slingshots during a protest in Yangon, Myanmar, last month.",2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,Week4,Real,Fake,REAL,Real,Fake,Incongruent,False,True,False
5e916cb9e502b1498e8fc059,Waiting for the Pfizer vaccine at the St. Fidelis Parish in Toronto on Wednesday.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,Week4,Real,Real,REAL,Real,Fake,Congruent,True,True,False
6792f9facbb387400c5b6119,"More than 4,100 migrant children and families were packed on Tuesday into a Texas border facility designed for 250 people.",0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Week4,Real,Real,REAL,Fake,Fake,Congruent,True,True,True
6792f9facbb387400c5b6119,Bangkok residents wave flags in celebration of a new government on Wednesday.,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,Week4,Fake,Fake,FAKE,Fake,Real,Congruent,True,True,False
6792f9facbb387400c5b6119,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Week4,Real,Fake,REAL,Real,Fake,Incongruent,False,True,False
6792f9facbb387400c5b6119,"The Russian men's biathlon relay team is disqualified for doping at the Olympic Games last month, adding to Russia's shame after dismal performances by its athletes.",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,Week4,Fake,Real,FAKE,Fake,Real,Incongruent,False,True,False
67659224c577c7e97b074f43,Gov. David A. Paterson incites a riot at a town hall meeting in Brooklyn on Monday.,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,Week4,Fake,Fake,FAKE,Fake,Fake,Congruent,True,True,True
67659224c577c7e97b074f43,Waiting for the Pfizer vaccine at the St. Fidelis Parish in Toronto on Wednesday.,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,Week4,Real,Real,REAL,Fake,Fake,Congruent,True,True,True
67659224c577c7e97b074f43,"Recaptured inmates are led by the police outside the Croix-des-Bouquets Civil Prison after an attempted breakout, in Port-au-Prince, Haiti, on Thursday.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Week4,Real,Real,REAL,Real,Real,Congruent,True,True,True
