.,seen_before_5,Real_Fake_5,learning_item_5_1,seen_before_6,Real_Fake_6,Learning_item_6_1,Week,Condition,Ground_truth_5,Ground_truth_6
67e70a61f963fecfc78db7ab,No,Real,91,No,Real,71,Week 4,Critical Thinking,Real,Real
6756a94929aa9c7782b3ab2a,No,Real,59,No,Real,64,Week 4,Critical Thinking,Real,Real
5dee265613911c4bb3c0ac7e,Yes,Fake,100,No,Fake,100,Week 4,Critical Thinking,Real,Real
63474e67a5fd298c6103c409,No,Real,36,No,Real,36,Week 4,Critical Thinking,Real,Real
671f12c5d2543b67c0f12e57,Yes,Real,100,Yes,Real,100,Week 4,Critical Thinking,Real,Real
67f2b914d702155cbc0a3a2c,Yes,Real,91,Yes,Fake,81,Week 4,Critical Thinking,Real,Real
65612a45629022b7c905ef6c,Yes,Real,80,Yes,Real,50,Week 4,Critical Thinking,Real,Real
67f2fbc77b115d1edb94ef11,No,Real,68,No,Fake,50,Week 4,Critical Thinking,Real,Real
647869e6f69318bacc341d53,No,Real,72,No,Real,60,Week 4,Critical Thinking,Real,Real
6832419ec81a26698b331047,No,Real,57,No,Fake,78,Week 4,Critical Thinking,Real,Real
6791a8549ed23cc3997dd33a,No,Real,100,No,Real,100,Week 4,Critical Thinking,Real,Real
616964223dcbf0aa539dbae2,No,Real,94,No,Real,80,Week 4,Critical Thinking,Real,Real
67ef0f3de25a0d80c262ee97,Yes,Real,80,Yes,Real,75,Week 4,Critical Thinking,Real,Real
66d6376eb15526056851d558,Yes,Real,90,Yes,Real,75,Week 4,Critical Thinking,Real,Real
675cf75e3c237ff931f4a43e,No,Real,71,No,Real,81,Week 4,Critical Thinking,Real,Real
67e95b4ce056cb97ac8a5c21,Yes,Real,89,Yes,Real,85,Week 4,Critical Thinking,Real,Real
67d48133208e9bbe96dc6761,No,Real,74,Yes,Real,66,Week 4,Critical Thinking,Real,Real
59baf1a2178f1b0001828a26,No,Real,67,No,Fake,58,Week 4,Critical Thinking,Real,Real
661571d6cc16ee34676734df,No,Real,45,No,Real,34,Week 4,Critical Thinking,Real,Real
5ccc60abe787e000167f8143,Yes,Real,91,No,Real,100,Week 4,Critical Thinking,Real,Real
67758b914f06b14a31669644,Yes,Real,85,No,Real,55,Week 4,Critical Thinking,Real,Real
671a5785170a0f6380c51f28,No,Real,100,No,Fake,100,Week 4,Critical Thinking,Real,Real
66fdd6ecd96e23c98cf47a4a,No,Real,62,No,Real,81,Week 4,Critical Thinking,Real,Real
67e184908b8cd53c87ac90a2,No,Real,100,No,Fake,100,Week 4,Critical Thinking,Real,Real
5cd08e2ff59e0a0013563602,Yes,Real,81,No,Fake,100,Week 4,Critical Thinking,Real,Real
6784ea5cf89f784e621ac9fa,Yes,Fake,70,Yes,Fake,85,Week 4,Critical Thinking,Real,Real
5d0d16d991270800010b7dd7,No,Fake,62,No,Real,77,Week 4,Critical Thinking,Real,Real
6410e0ba81f88046afa861ca,Yes,Real,73,Yes,Fake,78,Week 4,Critical Thinking,Real,Real
672adb2909ca72744f212a7d,No,Real,86,No,Fake,96,Week 4,Critical Thinking,Real,Real
6117efedb574017076d5b499,No,Real,93,No,Real,87,Week 4,Critical Thinking,Real,Real
66c7afe345bcfdeba3506d7d,Yes,Real,80,Yes,Real,60,Week 4,Critical Thinking,Real,Real
63d84be2c9a21026d442e728,Yes,Real,100,Yes,Real,100,Week 4,Critical Thinking,Real,Real
67d26f091d1d3ba56b594c7d,No,Real,90,No,Real,95,Week 4,Critical Thinking,Real,Real
67cedbbf4645675edee20cff,Yes,Real,100,Yes,Real,100,Week 4,Critical Thinking,Real,Real
67529d0aecb73bfe140d521f,No,Real,49,No,Real,55,Week 4,Critical Thinking,Real,Real
669c182b2a59d2c81e9053ad,No,Real,99,No,Real,90,Week 4,Critical Thinking,Real,Real
67cf28a2280e7e75fbbacbff,No,Fake,98,No,Real,93,Week 4,Critical Thinking,Real,Real
602fcd044ad77ad42ee9a829,No,Real,62,No,Fake,68,Week 4,Critical Thinking,Real,Real
5f91a6bf59acc003a749718a,No,Real,68,Yes,Real,74,Week 4,Critical Thinking,Real,Real
5d8b66f5d189bd001a378273,Yes,Real,100,Yes,Real,100,Week 4,Critical Thinking,Real,Real
663fc7f72fe5d2acae3176f2,No,Real,100,No,Real,90,Week 4,Critical Thinking,Real,Real
5bead56b5324b10001c2551c,No,Fake,81,No,Real,61,Week 4,Critical Thinking,Real,Real
6716a2900d9e3d912bc2f6c2,Yes,Real,92,Yes,Real,83,Week 4,Critical Thinking,Real,Real
5e9ffa9ee172201b04f1a4c6,Yes,Real,78,Yes,Real,80,Week 4,Critical Thinking,Real,Real
5f734ab7a0857803755e97b3,,,,,,,Week 4,Critical Thinking,Real,Real
5f734ab7a0857803755e97b3,No,Real,74,No,Real,51,Week 4,Critical Thinking,Real,Real
611572b4abe6a1bfe26001a3,Yes,Real,100,No,Real,60,Week 4,Critical Thinking,Real,Real
67da33c4bf8b1833da2d333d,Yes,Real,100,No,Real,100,Week 4,Critical Thinking,Real,Real
66621e083b8f136c93a4e7b5,Yes,Real,53,Yes,Real,53,Week 4,Critical Thinking,Real,Real
671c1c699ca32031a83014e8,Yes,Fake,60,Yes,Real,60,Week 4,Critical Thinking,Real,Real
672feaa71ba8b290765e0c7a,No,Real,62,No,Real,79,Week 4,Critical Thinking,Real,Real
5bbb5e3f118c0600013c3202,No,Real,87,No,Fake,94,Week 4,Critical Thinking,Real,Real
5ff454f2f0b5ed607169fba6,No,Real,90,No,Real,90,Week 4,Critical Thinking,Real,Real
6740e1e09ca406ab781318cb,No,Real,80,No,Real,90,Week 4,Critical Thinking,Real,Real
6151e69a392433707e7a9dfb,Yes,Real,80,No,Fake,100,Week 4,Critical Thinking,Real,Real
6753746b1f8827e2bd586bf0,Yes,Real,89,No,Real,70,Week 4,Critical Thinking,Real,Real
672ceecd4b982fd2123fa32f,No,Real,64,No,Fake,76,Week 4,Critical Thinking,Real,Real
679a7b94aea987a325617cf1,Yes,Real,86,Yes,Real,93,Week 4,Critical Thinking,Real,Real
677fea44f0780e29406c0f6a,Yes,Fake,52,Yes,Fake,66,Week 4,Critical Thinking,Real,Real
5bc9206a66d04800015cf314,Yes,Real,65,Yes,Real,88,Week 4,Critical Thinking,Real,Real
67745cfb4893225ef8d4bc4a,No,Fake,50,No,Fake,80,Week 4,Critical Thinking,Real,Real
663a7af013938e6bbfb065d5,No,Real,90,No,Real,95,Week 4,Critical Thinking,Real,Real
5e03f8517f08edece67a3137,Yes,Fake,74,Yes,Fake,72,Week 4,Critical Thinking,Real,Real
67d29a840debd6b228515177,No,Real,81,No,Real,91,Week 4,Critical Thinking,Real,Real
5997043dbbe84800017964a7,No,Fake,50,No,Fake,70,Week 4,Critical Thinking,Real,Real
6409110921de1c850a685bf6,No,Real,100,No,Real,100,Week 4,Critical Thinking,Real,Real
578901354a84da00014c41cf,No,Real,80,No,Real,90,Week 4,Critical Thinking,Real,Real
5c5198da659655000168955d,Yes,Real,91,No,Real,75,Week 4,Critical Thinking,Real,Real
669284eabea5b8c9655927da,Yes,Real,100,No,Real,91,Week 4,Critical Thinking,Real,Real
